CASEID,lang,type,q13,q14,q14a,q15,q16,q17,q41,q12,q18,q19,q20,q21,q23,q24,q25,q26,q27,q28,q6pre,q7m1,q7m2,q7m3,q7m4,q8,q9m1,q9m2,q9m3,q9m4,q9m5,q9m6,q10m1,q10m2,q10m3,q10m4,q10m5,q10m6,q11,q36yy,q36mm,q36dd,q31,q38,q32,q33,q35,q35b,q29pr,q29,q39,q40,q6,q22,q30,q1d,q1e,q1f,q1g,q2sav,q2a2,q2b2,q2c2,q2d2,q2e2,q2f2,q2g2,q2h2,q2i2,q2j2,q2k2,q3a,q3c,q3f,q3e,q3h,q3j,q3k,q3l,q3m,sex,age,o4a,o4b,o4c,o4d,ogvtl,ogovb,oothl,opvtl,o4e,o4f,o4g,o4h,o4i,o5a,o5b,o5c,o5d,o5e,o5f,o5e1,o5g,o5j,o5i,o5h,o5k,o5l,o5m,o6a,o6b,o6c,o6d,ochan,n4a,n4b,n4c,n4d,ngvtl,ngovb,nothl,npvtl,n4e,n4f,n4g,n4h,n4i,n5a,n5b,n5c,n5d,n5e,n5f,n5e1,n5g,n5j,n5i,n5h,n5k,n5l,n5m,n6a,n6d,n6b,n6c,nchng,d4a,d4b,d4c,d4d,dgvtl,dgovb,dothl,dpvtl,d4e,d4f,d4g,d4h,d4i,d5a,d5b,d5c,d5d,d5e,d5f,d5e1,d5g,d5j,d5i,d5h,d5k,d5l,d5m,d6a,d6d,d6b,d6c,dhang,j4a,j4b,j4c,j4d,jgvtl,jgovb,jothl,jpvtl,j4e,j4f,j4g,j4h,j4i,j5a,j5b,j5c,j5d,j5e,j5f,j5e1,j5g,j5j,j5i,j5h,j5k,j5l,j5m,j6a,j6d,j6b,j6c,jhang,jgrad,jperf,jabovm1,jabovm2,jabovm3,jabovm4,jbelom1,jbelom2,jbelom3,jbelom4,gasst,f4a,f4b,f4c,f4d,fgvtl,fgovb,fothl,fpvtl,f4e,f4f,f4g,f4h,f4i,f5a,f5b,f5c,f5d,f5e,f5f,f5e1,f5g,f5j,f5i,f5h,f5k,f5l,f5m,f6a,f6d,f6b,f6c,fchn1,fchng,fchn3,fchn4,fwrk,fwrk2,m4a,m4b,m4c,m4d,mgvtl,mgovb,mothl,mpvtl,m4e,m4f,m4g,m4h,m4i,m5a,m5b,m5c,m5d,m5e,m5f,m5e1,m5g,m5j,m5i,m5h,m5k,m5l,m5m,m6a,m6d,m6b,m6c,mchan,mcarv,mcars,mcarg,mcary,mcarm,mmarv,mcomp,mcom3,mcom2,mcom4,mcom5,mcom6,mcom7,melism1,melism2,melism3,melism4,melism5,melism6,melism7,melec,masst,mcage,a4a,a4b,a4c,a4d,agvtl,agovb,aothl,apvtl,a4e,a4f,a4g,a4h,a4i,a5a,a5b,a5c,a5d,a5e,a5f,a5e1,a5g,a5j,a5i,a5h,a5k,a5l,a5m,a6a,a6d,a6b,a6c,achan,aborr,y4a,y4b,y4c,y4d,ygvtl,ygovb,yothl,ypvtl,y4e,y4f,y4g,y4h,y4i,y5a,y5b,y5c,y5d,y5e,y5f,y5e1,y5g,y5j,y5i,y5h,y5k,y5l,y5m,y6a,y6d,y6b,y6c,ychan,yamte,yspex,ycred,ydone,ynxty,ynore,yaend,ybend,wgt,iarea,prov
  11,1,1,1, 2, 3, 4,1,9,2,2,1,15,1,15,1, ,2, 2,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1979,11, 3,1, 1,2, ,1, , , , 9, 7,   ,10600, 13500,    0,    0,    0,    0, 6000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 500,    0,  200, 4000,    0,    0,1,23,  300,    0,   0,    0,    0,    0, 1000,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0,  250,  60,  0,    0,    0,   0, 100, 100,  80,   80,2,  700,   0,   0,   50,   0,   0,   0,    0,    0,    0,  52,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,    0,   47,   0,    0,   0,   0,  60,   0,   48,  40,1, 200,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0,   0,  60,  0,   0,    0,   0, 280,   0,  40,  80,1,  300,  200,   0,  200,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,  50,  0,   0,   0,   0, 400,   0,  80, 200,1, 2,3, , , ,          , , , , ,0, 150,   0,   0,   0,    0,   0, 500,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,   0,    0,  50,  0,    0,    0,   0,  80,   0,  80,  20,1,1, , ,14, 3,  100,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,   58,  0,   0,   0,   0,  80,   0,   0, 100, , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,   0,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,   0,   47,  0,   0,   0,   0,  60,   0,   0,  60,1,    0, 550,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,    0,  48,  0,   0,   0,   0,  80,   0,   0,  40, ,3,1,    0,1,3,8,2,2,1.402663,613,5
  12,1, ,3,98,  ,99,2,1,2,2,1,38,1,38,1,1,1,99,2,9,2, , , ,          ,9, , , , , ,          , , , ,          ,          ,          ,2,1975, 1,25,1, 1,2, ,1, , , ,99,99,   ,99999,999999,    0,    0,     ,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,99999,    0,    0,    0,    0,    0,   0,    0,    0,99999,    0,    0,1,27,     ,     ,    ,     ,     ,     ,     ,     ,     ,     ,    ,    ,     ,     ,   ,   ,   ,  ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,     , ,     ,    ,    ,     ,    ,    ,    ,     ,     ,     ,    ,    ,     ,     ,   ,   ,   ,   ,   ,   ,    ,     ,     ,    ,     ,    ,    ,    ,    ,     ,    , ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,    ,    ,     ,   ,   ,   ,   ,   ,   ,    ,    ,    ,   ,    ,     ,    ,    ,    ,    ,    , ,     ,     ,    ,     ,    ,    ,    ,    ,    ,     ,     ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , ,  , , , , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,1.578969,514,6
  13,2,4,3,99, 1, 1,1,2,2,2,2,  ,2,  , , ,2, 0,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,9,1984, 7,22,1, 2,2, ,3, ,1, ,99, 2,   ,    0,999999,    0,    0,    0,    0,  100,  200,    0,   0, 2500,    0,    0,    0,    0,    0, 1200,    0,  600,  150,  100, 200,  100,  300,    0,    0,    0,2,18,    0,    0,   0,    0, 2005, 4800,    0,    0,    0,    0,3600,   0,    0,  200,  0,  0, 48,40,  0, 100, 100,  300,  50,  0,    0,    0,   0,  50, 209, 250,  300,2,    0,   0,   0,    0,   0,1700,   0,    0,    0,    0, 300,   0,    0,  250,  0,  0,  0,  0,  0,  0,   0,  200,   50,   0,    0,   0,  10,  25, 100,  100, 150,1,   0,   0,   0,    0,   0,1400,   0,    0,   0,   0, 300,   0,   0,  213, 20,  0, 30, 30,  0, 40,  50, 150, 150,  0,   0,    0,   0, 200, 300, 150, 300, ,    0,    0,   0,    0,   0,1800,   0,   0,   0,    0,    0,   0,   0, 215, 20,  0,100,100,  0,  0,  50,  100,  60,  0,   0,   0,   0,  82, 282, 124, 271,1, 5,3, , , ,          , , , , ,1,   0,   0,   0,   0,    0,   0,   0,   0,    0,   0, 314,   0,    0, 215, 40, 10,  60, 40,  0,   0,   0,  150,  25,  0,    0,    0,   0, 100,  50, 200, 200, ,1, , , 0, 0,    0,  50,   0,   0,   0,   0,   0,    0,   0,   0, 315,   0,   0, 215, 35,  0, 60, 20,  0,  0,   0,  150,   25,  0,   0,   0,   0, 350, 100, 200, 500,1,1, , ,  ,  ,     ,1,1,2,2,1,3000,0,1,2,3,4, , , , 1000,  3000,    ,   0,   20,   0,  0,   0,   0,   0,    0,   0,    0, 261,   0,   0, 202, 38,  5,  60, 30,  0,  0,   0,  51,   29,  0,   0,   0,   0, 218,  69, 104, 315, ,     ,   0,   28,   0,   0,   0,   0,   0,    0,   0,   0, 346,   0,   0, 198, 33,  4,  60, 30,  0,  0,   0,   80,  23,  0,   0,   0,   0, 205,  83, 101, 308, , , ,     , , , , , ,1.226112,819,6
  14,2, ,1, 3, 3, 1,1,2,2,2,1,20,1,15,2, ,2, 0,2,2,1,6, , ,          ,2,3, , , , ,          , , , ,          ,          ,          ,2,1978,10, 7,1, 2,2, ,2, ,1,3, 7, 6,100, 3500,  4500,    0,    0,    0, 5000,    0,    0,    0,   0,    0,    0,    0,    0, 3000,    0,    0,    0,  280,  100,  280, 300,    0,    0,    0,    0,    0,2,24,  307,    0,   0,    0,    0,    0,    0,    0, 3000,    0,   0,   0,    0,  280,  0,  0, 25, 8,  0,   0,  12,  300,  42,  0,    0,    0,   0, 150,  20,  20,   50,1,  575,   0,   0,   25,   0,   0,   0,    0,    0,    0,   0,   0,    0,  280,  0,  0, 25,  8,  0,  0,   0,    0,   42,   0,    0,   0,   0, 120, 300,   40,  10, , 400,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  280,  0,  0, 25, 20,  0,  0,   0, 803,  42,  0,   0,    0,   0, 150,  50,  20,  50,1,  400,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,  51, 280,  0,  0, 50, 40,  0,  0,   0,    0,  43,  0,   0,   0,   0,  30,   0,   0,  15,1,99,3, , , ,          , , , , ,0, 460,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 280,  0,  0,  25, 25,  0,   0,  85,  100,  42,  0,    0,    0,   0, 150,   0,  10,  10,1,1, , ,15,25,  300,1000,   0,   0,   0,   0,   0,    0,1000,   0,   0,   0,   0, 280,  0,  0, 25, 10,  0,  0,   0,  100,   43,  0,   0,   0,   0, 200,  70,  50,  20,1,1, , ,  ,  ,     ,1,1,3,2,1,1000,0,1,2,3, , , , ,99999,999999,    , 372,  395,   0,  0,   0,   0,   0,    0, 265,    0,   0,   0,   0, 263,  0,  0,  25, 18,  0,  0,  35,  34,   49,  0,   0,   0,   0, 170,  32,  36,  14, ,     , 380,  550,   0,   0,   0,   0,   0,    0, 405,   0,   0,   0,   0, 258,  0,  0,  25, 18,  0,  0,  59,   53,  39,  0,   0,   0,   0, 159,  39,  35,  13, , , ,     , , , , , ,1.226112,418,6
  15,1,1,1, 3, 3, 1,1,2,2,2,1,20,1,20,2, ,1, 4,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1979, 8, 1,1,98,2, ,1, , , , 7, 4,   ,99999,999999,    0,    0, 2000,    0, 1000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 100,    0,  500,    0,    0,   -1,2,23,  800,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,   53,  0,  0, 40, 0,  0,   0,   0,   50, 150,  0,    0,  150,  20,  35,   0,  50,  100,1,  800,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0, 40, 45,  0,  0,  0,   0,   20,  200,   0,    0, 100,   0,  10,   0,   10,  30,1, 800,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0, 45,  0,  0,  0,   0,  30, 100,  0,   0,  150,   0,  50,   0,  40,  50,1,  800,    0,   0,   20,   0,   0,   0,1719,   0,    0,    0,   0,   0,   0,  0,  0, 45,  0,  0,  0,  70,    0, 120,  0,   0,1719,   0, 150,   0,  50, 200,1, 4,2,4, , ,          , , , , ,0, 800,   0,   0,   0,    0,   0,   0,1500,    0,   0,   0,   0,    0,  52,  0,  0,  55,  0,  0,   0,   0,    0, 150,  0,    0,  175,   0,  50,  20, 300, 300,1,1, , ,22,22,  800,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  55,  0,  0, 50,  0,  0,  0,   0,    0,  120,  0,   0, 200,   0,   0,   0,  30,   0,1,1,1,2,99, 0, 2000,1,1,1,1,1,1500,0,1,2,4,6, , , ,99999,999999, 0.3,1000,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,  55,  0,  0,  0,   0,   0,  100,  0,   0, 500,   0,  30,   0,  15, 100, ,    0, 867,    0,   0,   0,   0,   0,   0,  435,   0,   0,   0,   0,   0,  33,  0,  0,  53,  0,  0,  0,   0,    0, 113,  0,   0, 333,   0,  24,   7,  13, 117, , , ,     , , , , , ,0.533253,506,7
  16,1,4,1, 4, 3, 1,1,1,2,2,2,  ,2,  , , ,2, 0,2,2,1,1, , ,          ,2,1,3, , , ,          , , , ,          ,          ,          ,1,1982, 5,17,1, 1,2, ,1, , , , 6, 6, 70, 3000,999999,    0,    0,    0,    0, 3000, 5000,    0,   0,    0,    0, 1000,    0,    0,    0,    0,    0,    0,    0,    0, 150,    0, 2000,    0,    0,    0,1,20,    0, 5000,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,  30, 6280,   0,  0,    0,    0, 130,    ,    ,    ,     ,2,    0, 100,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,   50,   30,   0,    0,   0,   0,    ,    ,     ,    ,1,   0,  60,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0,   0,   8,  0,   0,    0,  20,    ,    ,    ,    ,1,    0,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,   60,   0,  0,   0,   0,   0,    ,    ,    ,    ,1, 2,2,4, , ,          , , , , ,0,   0, 200,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,   0,  140,   0,  0,    0,    0,   0,    ,    ,    ,   5,1,1, , , 0, 0,    0,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,    0,  0,   0,   0,   0,    ,    ,    ,    ,1,1, , ,  ,  ,     ,1,1,4,1,1,2300,0,9, , , , , , ,     ,  5000,    ,   0,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,   0,    0,  0,   0,   0,   0,    ,    ,    ,    , ,    0,   0,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,   30,   0,  0,   0,   0,   0,    ,    ,    ,    ,1,3,1,    0,2,1, ,1,1,1.402663,613,5
  17,1, ,1, 2, 3, 1,1,1,2,2,1,40,1,40,1, ,1, 1,2,1,2, , , ,          ,2,3, , , , ,          , , , ,          ,          ,          ,2,1978, 8,15,1, 1,2, ,1, , , , 3, 3,   , 4000,100000,    0,12000, 4000, 1000,    0,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 100, 1000,    0,    0, 1000,    0,1,24,  800,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  204,  0,  0,  0, 0,  0,   0,   0,    0, 264,  0,    0,  300,   6,    ,    ,    ,     , ,  800,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  150,  0,  0,  0,  0,  0,  0,   0,    0,  200,   0,    0, 300,   5,    ,    ,     ,    ,2, 760,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  171,  0,  0,  0,  0,  0,  0,   0,   0, 178,  0,   0,  348,   4,    ,    ,    ,    , ,  872,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 114,  0,  0,  0,  0,  0,  0,   0,    0, 168,  0,   0, 264,   5,    ,    ,    ,    , ,  , , , , ,          , , , , ,0, 800,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,   0,  200,  50,  0,    0,    0,   0,    ,    ,    ,  20,2,1, , ,40,40,  880,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,   92,   52,  0,   0,   0,   0,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    , 784,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,  68,   57,  0,   0,   0,   0,    ,    ,    ,    , ,     , 800,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,  106,  46,  0,   0,   0,   0,    ,    ,    ,    , , , ,     , , , , , ,0.534970,204,4
  18,1,4,1,98, 4, 1,1,2,2,2,2,  ,9,  , , ,2, 2,2,1,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1975, 3,21,1, 1,2, ,1, , , , 7, 7,   , 3300, 17000,20000,  200,  300,    0, 3300,    0,    0,   0, 3800,    0, 4300,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,  500,    0, 1000,    0,2,27,    0,    0,   0,    0, 3800,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 35, 0,  0,   0,   0,  500,  35,  0,    0,  250,  40,  50,  60,  50,   75,1,    0,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,   49,    0,  0,  0, 30,  0,  0,  0,   0,   25,   20,   0,    0, 100,  50,  60,  30,   77,  40, ,   0,   0,   0,    0,   0,   0,   0,  300,   0,   0,   0,   0,   0,    0,  0,  0, 30,  0,  0,  0,  50,  40,  20,  0,   0,  100,  65,  50,  25,  80,  30,1,    0,  500,   0,   60,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0, 30,  0,  0,  0,   0, 2600,   0,  0,   0, 400,   0, 100,  75,  50, 200,1, 2,2,4, , ,          , , , , ,1,   0,   0,   0,   0,    0,   0,   0, 200,    0,   0,   0,   0,    0,   0,  0,  0,  35,  0,  0,   0,   0,  400,   0,  0,    0, 1000, 132,  80,   0,  50,  50,1,1, , , 0, 0,    0, 100,   0,   0,   0,   0,   0,  200,   0,   0,   0,   0,   0,   0,  0,  0, 30,  0,  0,  0,   0,    0,    0,  0,   0,  50,   0,  80,  40,  60,  70,1,1, , ,  ,  ,     ,1,1,4,2,1,2100,0,2,6, , , , , ,  200,   300,    ,   0,  200,   0,100,   0,   0,   0,    0,   0,    0,   0,   0,2300,   0,  0,  0,  30,  0,  0,  0,   0,   0,    0,  0,   0, 200,   0, 150,  45,  75,  60, , 4000,   0,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,  50, 450,  0,  0,  25,  0,  0,  0, 125,    0,  20,  0,   0,   0,   0,  75,  60,  50,  40, ,3,3,  600,2,1, ,1,1,0.533253,902,8
  19,1,4,1, 1, 3, 1,1,9,2,2,2,  ,1,10,2, ,2, 0,2,1,1,6, , ,          ,2,1, , , , ,          , , , ,          ,          ,          ,9,1982,11,15,1, 1,9, ,1, , , ,99,99,  0,  200,999999,    0,    0,    0,    0,  200, 2700,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0, 4900,    0,    0,    0,1,20,    0,   92,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0,    0,  51,  0,    0,    0,   0,  20,   0,  18,    0,1,    0,  30,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,    0,    0,   0,    0,   0,   0,  25,   0,    0,  30, ,  70,  50,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0,   0,   0,  0,   0,    0,   0,  10,   0,   0,   5,1,   25,   79,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 600,  0,  0,  0,  0,  0,  0,  20, 1600,1000,  0,  40,   0,   0,  20,  30,  10,  10, ,  , , , , ,          , , , , ,0, 250,  75,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   75,   0,  0,  0,   0,  0,  0,   0,  10,  180,  51,  0,    0,    0,   0,   0,   0,  38,  38,1,1, , , 4,-1,    0,  51,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,   51,  0,   0,   0,   0,  40,   0,   0,   0,1,1, , ,  ,  ,     ,1,1,3,1,9,9999,0,1,2,3,5, , , , 1700,  1000,    , 100,   60,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,   0,   51,  0,   0,   0,   0,  20,   0,   0,  25, ,    0, 150,   60,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,    0,  72,  0,   0,   0,   0,  30,   0,   0,  15, ,9,9,    0,2,1, ,1,1,0.686710,902,8
  20,1, ,1, 1, 3, 1,1,1,2,2,2,  ,2,  , , ,2, 0,2,2,2, , , ,          ,9, , , , , ,          , , , ,          ,          ,          ,1,1973, 7, 6,1, 1,1,1,6, ,2, ,99, 9,   , 1000,999999, 5600,    0,    0,  500,    0,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,2,29,     ,     ,    ,     ,     ,     ,     ,     ,     ,     ,    ,    ,     ,     ,   ,   ,   ,  ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,     , ,     ,    ,    ,     ,    ,    ,    ,     ,     ,     ,    ,    ,     ,     ,   ,   ,   ,   ,   ,   ,    ,     ,     ,    ,     ,    ,    ,    ,    ,     ,    , ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,    ,    ,     ,   ,   ,   ,   ,   ,   ,    ,    ,    ,   ,    ,     ,    ,    ,    ,    ,    , ,     ,     ,    ,     ,    ,    ,    ,    ,    ,     ,     ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , ,  , , , , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,0.843114,604,1
  21,1,4,1, 6, 3, 4,1,2,2,2,2,  ,2,  , , ,2, 1,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1978,10,27,1, 1,2, ,3, ,1, , 3, 7,   , 4500,  4500,29000,    0,    0,    0, 4000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 500,    0,    0,    0,    0,    0,2,24,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  375,  0,  0, 60,25,  0,   0,2000, 4000,  50,  0,    0,    0,  20,  60,  25, 100,  100,1,    0,   0,   0,  100,   0,   0,   0,    0,    0,    0,   0,   0,    0,  375,  0,  0, 91, 25,  0,  0,  25,   10,    0,   0,    0,   0,  20, 200, 200,   40, 600, ,   0,   0,   0,    0,   0,   0,   0, 5610,   0,   0,   0,   0,   0,  375,  0,  0, 60, 25,  0,  0,   0,   0,   0,  0,   0,    0,  20, 200, 200,  20, 300,1,    0,  100,   0,   50,   0,   0,   0,   0,   0,    0,    0,   0,   0, 375,  0,  0, 70, 25,  0,  0,   0,    0,   0,  0,   0,   0,   0, 500, 300, 200,1000,1, 4,3, , , ,          , , , , ,6,   0,   0,   0,   0,  780,   0,1800,   0,    0,   0,   0,   0,    0, 375,  0,  0,  61, 25,  0,   0,  25, 2300,   0,  0,    0,    0,   0, 300, 600,1000,1000,1,1, , , 0, 0,    0,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 375,  0,  0,103, 25,  0,  0,  29,    0,    0,  0,   0,   0,   0, 400, 500, 100, 500,1,1, , ,  ,  ,     ,1,1,2,2,1,2800,0,1,3, , , , , ,  500,  4000,    ,   0,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 375,  0,  0,  80, 25,  0,  0,   0,   0,    0,  0,   0,   0,   0,  50,  50,   0, 100,1, 7200,   0,    0,   0,   0, 101,   0, 618,    0,   0,   0,   0,   0,   0, 345,  0,  0,  81, 25,  0,  0,  25,  406,   0,  0,   0,   0,   0, 228, 422,  88, 469, , , ,     , , , , , ,1.089205,519,5
